appid,ccu,owners,positive,negative,name,type,is_free,price_uyu,original_price_uyu,discount_pct,release_date,supported_languages,metacritic_score,genres,categories,platforms_windows,platforms_mac,platforms_linux,min_requirements,developers,publishers,review_score,has_es_latam,is_indie,is_multiplayer,is_singleplayer,pct_min_wage,year,age_years,era,ram_gb,storage_gb
365360,1091,"1,000,000 .. 2,000,000",21455,2874,Battle Brothers,game,False,699.0,699.0,0,2017-03-24,English,80.0,"RPG,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Family Sharing",True,False,False,Minimum:     OS:  Windows® 10 (64-bit)    Processor:  Intel® Core™ i3-2100 (dual-core) / AMD® Phenom™ II X2 565 (dual-core)    Memory:  2 GB RAM    Graphics:  NVIDIA® GeForce® GTX 460 (1 GB) / AMD® Radeon™ HD 5770 (1 GB) / Intel® HD Graphics 4000    Storage:  2 GB available space    Additional Notes:  GPU requires OpenGL 3.3 support,Overhype Studios,"Hooded Horse,Overhype Studios",0.8819,False,False,False,True,3.18,2017.0,9.2,Established,2.0,2.0
1041320,1080,"500,000 .. 1,000,000",3761,1856,Lords Mobile: Kingdom Wars,game,True,0.0,0.0,0,2019-06-02,"English, French, Italian, German, Spanish - Spain, Ukrainian, Russian, Turkish, Japanese, Polish, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Vietnamese, Arabic, Korean, Spanish - Latin America",,"Massively Multiplayer,RPG,Strategy,Free To Play","Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Remote Play on Phone,Remote Play on Tablet,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 SP1    Processor:  Intel Core i3 equivalent    Memory:  2048 MB RAM    Graphics:  128MB Video Card (DirectX 10 capabilities)    DirectX:  Version 10    Storage:  1024 MB available space    Additional Notes:  Internet connection required,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,0.6696,True,False,True,False,0.0,2019.0,7.1,Established,,
2418520,1080,"50,000 .. 100,000",3437,273,Farm Together 2,game,False,767.0,767.0,0,2025-05-30,"English, Spanish - Spain, Russian, French, German, Simplified Chinese, Korean, Dutch, Japanese, Portuguese - Brazil, Portuguese - Portugal, Italian, Danish, Croatian, Hungarian, Czech, Polish, Thai, Turkish, Vietnamese, Ukrainian, Arabic, Traditional Chinese, Catalan",,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 64bit or newer    Processor:  Dual Core processor    Memory:  4 GB RAM    Graphics:  DirectX 11 capable hardware    DirectX:  Version 11    Storage:  2 GB available space,Milkstone Studios,Milkstone Studios,0.9264,False,True,True,True,3.49,2025.0,1.1,Recent,4.0,2.0
9900,1057,"2,000,000 .. 5,000,000",15939,4206,Star Trek Online,game,True,0.0,0.0,0,2012-01-31,"English<strong>*</strong>, German<br><strong>*</strong>languages with full audio support",66.0,"Massively Multiplayer,RPG,Free To Play","Multi-player,MMO,Co-op,Full controller support,In-App Purchases",True,False,False,"Minimum   OS:  Windows® 10/11 (64-bit)  Processor:  Core 2 Duo 2.2Ghz (or equivalent AMD CPU)  Memory:  4GB RAM  Graphics:  NVidia GeForce GTX 4xx, ATI/AMD Radeon HD 5xxx, or Intel HD Graphics 4xxx (Direct3D Hardware Feature Level 11)  DirectX:  Version 11.0  Network:  Broadband Internet Connection  Storage:  21GB  Audio:  DirectX 11 compatible sound chip or onboard audio capability with the latest sound drivers",Cryptic Studios,Arc Games,0.7912,False,False,True,False,0.0,2012.0,14.4,Classic,4.0,
1940340,1054,"1,000,000 .. 2,000,000",16355,5184,Darkest Dungeon® II,game,False,1159.0,1159.0,0,2023-05-08,"English<strong>*</strong>, French, Italian, German, Czech, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Japanese, Korean, Simplified Chinese, Ukrainian, Spanish - Spain, Traditional Chinese<br><strong>*</strong>languages with full audio support",81.0,"Indie,RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  AMD Athlon X4 | Intel Core i5 4460    Memory:  8 GB RAM    Graphics:  Nvidia GTX 950 | AMD R7 370    Storage:  6 GB available space,Red Hook Studios,Red Hook Studios,0.7593,True,True,False,True,5.27,2023.0,3.1,Modern,8.0,6.0
436150,1053,"2,000,000 .. 5,000,000",10541,4800,Governor of Poker 3,game,True,0.0,0.0,0,2016-02-19,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish, Dutch, Polish, Arabic, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Norwegian, Romanian, Swedish, Thai, Traditional Chinese, Indonesian, Malay, Japanese, Hebrew",,"Casual,Massively Multiplayer,Simulation,Free To Play","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 SP1 (64-bit)    Processor:  2.0 GHz    Memory:  1 GB RAM    Graphics:  Reasonable    Network:  Broadband Internet connection    Storage:  500 MB available space,Playtika Ltd.,Playtika Ltd.,0.6871,True,False,True,False,0.0,2016.0,10.3,Classic,1.0,
1343370,1050,"1,000,000 .. 2,000,000",15244,3091,Old School RuneScape,game,True,0.0,0.0,0,2021-02-24,English,,"Adventure,Massively Multiplayer,RPG,Free To Play","Multi-player,MMO,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 or later    Processor:      Graphics:      Network:  Broadband Internet connection    Additional Notes:,Jagex Ltd,Jagex Ltd,0.8314,False,False,True,False,0.0,2021.0,5.3,Established,,
1840,1047,"1,000,000 .. 2,000,000",37791,2868,Source Filmmaker,game,True,0.0,0.0,0,2012-07-10,English,,"Animation & Modeling,Video Production",Steam Workshop,True,False,False,"Minimum:     OS *:  Windows 7 / Vista (Windows 7 64 bit suggested) 	   Processor:  3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher) 	   Memory:  2GB (4 GB suggested) 	   Graphics:  NVIDIA GeForce 200 series card or better, or AMD Radeon 3000 series or better (NVIDIA GeForce 400 series or AMD Radeon 5000 series preferred) 	   Monitor:  1366 x 768 (1920 x 1080 suggested) 	   Hard Drive:  At least 15 GB of Space 	   Sound:  DirectX 9.0c compatible USB headset with mic (suggested)",Valve,Valve,0.9295,False,False,False,False,0.0,2012.0,14.0,Classic,,
516750,1044,"1,000,000 .. 2,000,000",86445,4949,My Summer Car,game,False,378.0,378.0,0,2025-01-08,English,,"Indie,Racing,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  64bit versions of Windows 7, Windows 8, Windows 10    Processor:  +3 GHZ dual core processor    Memory:  6 GB RAM    Graphics:  Nvidia GTX 960 or AMD equivalent    DirectX:  Version 9.0    Storage:  1 GB available space    Sound Card:  DirectX Compatible Soundcard    Additional Notes:  High CPU single core performance required",Amistech Games,Amistech Games,0.9458,False,True,False,True,1.72,2025.0,1.4,Recent,6.0,1.0
3116890,1044,"0 .. 20,000",227,63,Out of the Park Baseball 26,game,False,1450.0,1450.0,0,2025-03-14,"English<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Indie,Simulation,Sports,Strategy","Single-player,Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Win8.x/Win10/Win11    Processor:  Intel or AMD, 64 bit    Memory:  2 GB RAM    Graphics:  OpenGL 3.1 or newer, min. 512 MB GPU memory    Storage:  3 GB available space",Out of the Park Developments,Out of the Park Developments,0.7828,False,True,True,True,6.59,2025.0,1.3,Recent,2.0,3.0
3116890,1044,"0 .. 20,000",227,63,Out of the Park Baseball 26,game,False,1450.0,1450.0,0,2025-03-14,"English<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Indie,Simulation,Sports,Strategy","Single-player,Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Win8.x/Win10/Win11    Processor:  Intel or AMD, 64 bit    Memory:  2 GB RAM    Graphics:  OpenGL 3.1 or newer, min. 512 MB GPU memory    Storage:  3 GB available space",Out of the Park Developments,Out of the Park Developments,0.7828,False,True,True,True,6.59,2025.0,1.3,Recent,2.0,3.0
3116890,1044,"0 .. 20,000",227,63,Out of the Park Baseball 26,game,False,1450.0,1450.0,0,2025-03-14,"English<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Indie,Simulation,Sports,Strategy","Single-player,Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Win8.x/Win10/Win11    Processor:  Intel or AMD, 64 bit    Memory:  2 GB RAM    Graphics:  OpenGL 3.1 or newer, min. 512 MB GPU memory    Storage:  3 GB available space",Out of the Park Developments,Out of the Park Developments,0.7828,False,True,True,True,6.59,2025.0,1.3,Recent,2.0,3.0
3116890,1044,"0 .. 20,000",227,63,Out of the Park Baseball 26,game,False,1450.0,1450.0,0,2025-03-14,"English<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Indie,Simulation,Sports,Strategy","Single-player,Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Win8.x/Win10/Win11    Processor:  Intel or AMD, 64 bit    Memory:  2 GB RAM    Graphics:  OpenGL 3.1 or newer, min. 512 MB GPU memory    Storage:  3 GB available space",Out of the Park Developments,Out of the Park Developments,0.7828,False,True,True,True,6.59,2025.0,1.3,Recent,2.0,3.0
2456740,1039,"1,000,000 .. 2,000,000",16548,4311,inZOI,game,False,1199.0,1199.0,0,2025-03-27,"Korean, English, French, Italian, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Portuguese - Portugal, Polish, Dutch, Turkish",,"Adventure,Casual,Simulation,Early Access","Single-player,Partial Controller Support,Steam Cloud,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10/11    Processor:  Intel i5 10400, AMD Ryzen 5 3600    Memory:  12 GB RAM    Graphics:  NVIDIA RTX 2060 (6G VRAM), AMD Radeon RX 5600 XT (6G VRAM)    DirectX:  Version 12    Network:  Broadband Internet connection    Storage:  40 GB available space",inZOI Studio,"KRAFTON, Inc.",0.7933,False,False,False,True,5.45,2025.0,1.2,Recent,12.0,40.0
444090,1028,"10,000,000 .. 20,000,000",294373,52031,Paladins®,game,True,0.0,0.0,0,2018-05-08,"English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian, Turkish, Portuguese - Brazil, Japanese<br><strong>*</strong>languages with full audio support",83.0,"Action,Adventure,Massively Multiplayer,Strategy,Free To Play","Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Remote Play on Phone,Remote Play on Tablet,Family Sharing",True,False,False,Minimum:     OS *:  Windows 7 64-bit or newer    Processor:  Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz    Memory:  4 GB RAM    Graphics:  Nvidia GeForce 8800 GT    Storage:  30 GB available space    Sound Card:  DirectX compatible sound card,Evil Mojo Games,Hi-Rez Studios,0.8498,False,False,True,False,0.0,2018.0,8.1,Established,4.0,30.0
976310,1026,"2,000,000 .. 5,000,000",93635,12646,Mortal Kombat 11,game,False,159.0,1599.0,90,2019-04-23,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain, Arabic, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",82.0,Action,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Custom Volume Controls,Keyboard Only Option,Narrated Game Menus,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,HDR available,Family Sharing",True,False,False,"Minimum:     OS *:  64-bit Windows 7 / Windows 10    Processor:  Intel Core i5-750, 2.66 GHz / AMD Phenom II X4 965, 3.4 GHz or AMD Ryzen™ 3 1200, 3.1 GHz    Memory:  8 GB RAM    Graphics:  NVIDIA® GeForce™ GTX 670 or NVIDIA® GeForce™ GTX 1050 / AMD® Radeon™ HD 7950 or AMD® Radeon™ R9 270    DirectX:  Version 11    Network:  Broadband Internet connection","NetherRealm Studios,QLOC,Shiver","Warner Bros. Games,Warner Bros. Interactive Entertainment",0.881,True,False,True,True,0.72,2019.0,7.2,Established,8.0,
404790,1024,"1,000,000 .. 2,000,000",6696,1110,Godot Engine,game,True,0.0,0.0,0,2016-02-23,"English, French, Italian, German, Spanish - Spain, Greek, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Thai, Turkish, Ukrainian, Czech, Dutch, Finnish, Hungarian, Norwegian, Japanese, Spanish - Latin America, Traditional Chinese, Arabic, Bulgarian, Indonesian, Romanian, Swedish, Vietnamese",,Game Development,"Partial Controller Support,Includes level editor",True,True,True,"Minimum:     OS:  Windows 10    Processor:  x86_64 CPU with SSE4.2, or x86_32 CPU with SSE2    Memory:  4 GB RAM    Graphics:  Support for OpenGL 3.3    Storage:  2 GB available space",Godot Engine,Godot Engine,0.8578,True,False,False,False,0.0,2016.0,10.3,Classic,4.0,2.0
934700,1023,"500,000 .. 1,000,000",10392,2983,Dead Island 2,game,False,1749.0,1749.0,0,2024-04-22,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",,"Action,Adventure","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Subtitle Options,Steam Cloud,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  AMD FX-9590 / Intel Core i7-7700HQ    Memory:  10 GB RAM    Graphics:  Radeon R9 390X (8192 VRAM) / GeForce GTX 1060 (6144 VRAM)    DirectX:  Version 12    Storage:  70 GB GB available space,Dambuster Studios,Deep Silver,0.777,True,False,True,True,7.95,2024.0,2.2,Modern,10.0,
1100600,1012,"5,000,000 .. 10,000,000",28341,3401,Football Manager 2020,game,False,0.0,0.0,0,2019-11-19,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish",84.0,"Simulation,Sports","Single-player,Multi-player,Steam Achievements,Steam Workshop,Steam Cloud,Steam Leaderboards,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 (SP1), 8/8.1, 10 (Update 1803/April 2018 or later) – 64-bit    Processor:  Intel Pentium 4 (64-bit), Intel Core 2 or AMD Athlon 64 – 2.2 GHz +    Memory:  2 GB RAM    Graphics:  Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM    DirectX:  Version 11    Storage:  7 GB available space",Sports Interactive,SEGA,0.8929,False,False,True,True,0.0,2019.0,6.6,Established,2.0,7.0
1888160,1011,"2,000,000 .. 5,000,000",70425,6617,ARMORED CORE™ VI FIRES OF RUBICON™,game,False,1899.0,1899.0,0,2023-08-24,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",86.0,Action,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  Intel Core i7-4790K | Intel Core i5-8400 or AMD Ryzen 7 1800X | AMD Ryzen 5 2600    Memory:  12 GB RAM    Graphics:  NVIDIA GeForce GTX 1650, 4 GB or AMD Radeon RX 480, 4 GB    DirectX:  Version 12    Storage:  60 GB available space    Sound Card:  Windows Compatible Audio Device","FromSoftware, Inc.","FromSoftware, Inc.,Bandai Namco Entertainment Inc.",0.9141,True,False,True,True,8.63,2023.0,2.8,Modern,12.0,60.0
433850,1010,"10,000,000 .. 20,000,000",113729,90284,Z1 Battle Royale,game,True,0.0,0.0,0,2018-02-28,"English<strong>*</strong>, French, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese<br><strong>*</strong>languages with full audio support",70.0,"Action,Adventure,Free To Play,Massively Multiplayer","Multi-player,PvP,Online PvP,In-App Purchases",True,False,False,"Minimum:     OS *:  Windows 7, 8, 8.1, 10 (64 bit only)    Processor:  Intel i5 Quad-Core    Memory:  6 GB RAM    Graphics:  nVidia GeForce GTX 460 series or higher    DirectX:  Version 10    Network:  Broadband Internet connection    Storage:  20 GB available space    Sound Card:  DirectX Compatible Sound Card",Daybreak Game Company,Daybreak Game Company,0.5575,False,False,True,False,0.0,2018.0,8.3,Established,6.0,20.0
1046930,1008,"5,000,000 .. 10,000,000",74753,16141,Dota Underlords,game,True,0.0,0.0,0,2019-06-20,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",,"Casual,Strategy,Free To Play","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Mouse Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,Touch Only Option,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",True,True,True,"Minimum:    Requires a 64-bit processor and operating system    OS *:  64-bit Windows 7 / 8 / 10    Processor:  Intel i5, 2.4 Ghz or better    Memory:  4 GB RAM    Graphics:  Integrated HD Graphics 520 w/128 MB or better    Network:  Broadband Internet connection    Storage:  7 GB available space    Sound Card:  DirectX Compatible Sound Card",Valve,Valve,0.8224,True,False,True,True,0.0,2019.0,7.0,Established,4.0,7.0
2420110,1005,"1,000,000 .. 2,000,000",20325,2410,Horizon Forbidden West™ Complete Edition,game,False,2199.0,2199.0,0,2024-03-21,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese<strong>*</strong>, Korean, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Swedish, Thai, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",,"Action,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",True,False,False,Minimum:     OS:  Windows 10 64-bit (version 1909 or higher)    Processor:  Intel Core i3-8100 or AMD Ryzen 3 1300X    Memory:  16 GB RAM    Graphics:  NVIDIA GeForce GTX 1650 4GB or AMD Radeon RX 5500XT 4GB    Storage:  150 GB available space    Additional Notes:  150GB SSD Space,"Guerrilla,Nixxes Software",PlayStation Publishing LLC,0.894,True,False,False,True,10.0,2024.0,2.2,Modern,16.0,150.0
588430,1001,"2,000,000 .. 5,000,000",65847,8601,Fallout Shelter,game,True,0.0,0.0,0,2017-03-29,"English, French, Italian, German, Spanish - Spain, Russian",63.0,"RPG,Simulation,Free To Play","Single-player,Steam Achievements,Full controller support,In-App Purchases,Playable without Timed Input,Stereo Sound,Steam Cloud,Stats,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 64 bit    Processor:  Intel Core 2 Quad CPU Q9550 @2.83GHZ    Memory:  2 GB RAM    Graphics:  NVIDIA GeForce GTS 250 1Ghz, Radeon HD 6970 1GHz    Storage:  2 GB available space",Bethesda Game Studios,Bethesda Softworks,0.8845,False,False,False,True,0.0,2017.0,9.2,Established,2.0,2.0
3036010,999,"50,000 .. 100,000",375,110,Coin Push RPG,game,False,310.0,310.0,0,2025-05-22,"English<strong>*</strong>, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Russian, Turkish, Polish, Portuguese - Portugal, Korean<br><strong>*</strong>languages with full audio support",,"Casual,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing",True,False,False,Minimum:     OS:  Window10    Processor:  Intel Core i5    Memory:  2 GB RAM    Graphics:  Nvdia RTX 1060    DirectX:  Version 11    Storage:  5 GB available space    Sound Card:  DirectX 11 Sound Device    Additional Notes:  Keyboard and Mouse,RAmen,Wise Games,0.7732,False,True,False,True,1.41,2025.0,1.1,Recent,2.0,5.0
881020,996,"2,000,000 .. 5,000,000",43116,4883,Granblue Fantasy: Relink,game,False,1099.0,1099.0,0,2024-01-31,"Japanese<strong>*</strong>, English<strong>*</strong>, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Korean, French<br><strong>*</strong>languages with full audio support",,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows® 11 (64-bit Required)    Processor:  Intel® Core™ i3-9100 / AMD Ryzen™ 3 3200G    Memory:  16 GB RAM    Graphics:  NVIDIA® GeForce GTX™ 1060 6GB / AMD Radeon™ RX 580 8GB    DirectX:  Version 11    Storage:  90 GB available space    Additional Notes:  SSD recommended (Capable of 1080p/30fps when graphics are set to Standard.),"Cygames, Inc.","Cygames, Inc.",0.8983,False,False,True,True,5.0,2024.0,2.4,Modern,16.0,90.0
1044720,995,"1,000,000 .. 2,000,000",16780,2724,Farthest Frontier,game,False,1030.0,1030.0,0,2025-10-23,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Japanese, Ukrainian<br><strong>*</strong>languages with full audio support",83.0,"Indie,Simulation,Strategy","Single-player,Steam Workshop,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 or later (64bit versions only)    Processor:  Processor: Intel Core i5 3470 @ 3.2 GHz | AMD FX 8120 @ 3.9 GHz    Memory:  8 GB RAM    Graphics:  NVIDIA GeForce GTX 780 | AMD R9 290, with 3 GB VRAM or better    DirectX:  Version 11    Storage:  11 GB available space    Sound Card:  DirectX-compatible using the latest drivers",Crate Entertainment,Crate Entertainment,0.8603,False,True,False,True,4.68,2025.0,0.7,Recent,8.0,11.0
1180380,995,"500,000 .. 1,000,000",16994,8906,Stay Out,game,True,0.0,0.0,0,2019-11-27,"English, Russian<strong>*</strong>, Simplified Chinese<br><strong>*</strong>languages with full audio support",,"Action,Indie,Massively Multiplayer,RPG,Free To Play,Early Access","Multi-player,MMO,PvP,Online PvP,In-App Purchases,Remote Play on Tablet,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 (64-bit)    Processor:  Intel Core i5 / AMD Ryzen 5 (or better)    Memory:  8000 MB RAM    Graphics:  GeForce 1050Ti / AMD RX570 with 3Gb memory (or better)    DirectX:  Version 9.0    Network:  Broadband Internet connection    Storage:  21 GB available space,MOBITECH LLC,MOBITECH LLC,0.6561,False,True,True,False,0.0,2019.0,6.6,Established,,21.0
1335200,993,"1,000,000 .. 2,000,000",15495,3149,Action Taimanin,game,True,0.0,0.0,0,2020-10-05,"English, Japanese<strong>*</strong>, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Spanish - Latin America<br><strong>*</strong>languages with full audio support",,"Action,Adventure,RPG,Free To Play","Single-player,Multi-player,MMO,PvP,Online PvP,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Family Sharing",True,False,False,Minimum:     OS *:  Windows 7 or later    Processor:  Intel(R) Core(TM) i5-2520M or similar    Memory:  4 GB RAM    Graphics:  GeForce GTX 500 series or similar    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  6 GB available space,LiLith,Infini-Brain inc.,0.8311,True,False,True,True,0.0,2020.0,5.7,Established,4.0,6.0
383120,990,"1,000,000 .. 2,000,000",26195,7052,Empyrion - Galactic Survival,game,False,595.0,595.0,0,2020-08-05,"English, German, French, Russian, Italian, Portuguese - Brazil, Simplified Chinese, Greek",,"Adventure,Indie,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,LAN Co-op,Steam Workshop,Partial Controller Support,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 / 11, 64-bit system required    Processor:  Dual-Core Processor 2.5 GHz or better    Memory:  10 GB RAM    Graphics:  AMD RX 550 / NVIDIA GTX 1050 (min. 2 GB VRAM)    DirectX:  Version 11    Storage:  10 GB available space    Sound Card:  DirectX® compatible    Additional Notes:  SSD is highly recommended",Eleon Game Studios,Eleon Game Studios,0.7879,False,True,True,True,2.7,2020.0,5.9,Established,10.0,10.0
