appid,ccu,owners,positive,negative,name,type,is_free,price_uyu,original_price_uyu,discount_pct,release_date,supported_languages,metacritic_score,genres,categories,platforms_windows,platforms_mac,platforms_linux,min_requirements,developers,publishers,review_score,has_es_latam,is_indie,is_multiplayer,is_singleplayer,pct_min_wage,year,age_years,era,ram_gb,storage_gb
1794680,2966,"5,000,000 .. 10,000,000",246479,3855,Vampire Survivors,game,False,129.0,129.0,0,2022-10-20,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Ukrainian, Traditional Chinese",86.0,"Action,Casual,Indie,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 64bit    Processor:  x64 architecture with SSE2 instruction set support    Memory:  1 GB RAM    Graphics:  DX11, DX12 capable    Storage:  2500 MB available space",poncle,poncle,0.9846,False,True,True,True,0.59,2022.0,3.7,Modern,1.0,
2338770,2932,"1,000,000 .. 2,000,000",13567,29895,NBA 2K24,game,False,0.0,0.0,0,2023-09-07,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",,"Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,In-App Purchases,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 64-bit or Windows 11 64-bit    Processor:  Intel® Core™ i3-2100 @  3.10 GHz/ AMD FX-6200 @ 3.80 GHz or better    Memory:  6 GB RAM    Graphics:  NVIDIA® GeForce® GT 450 1GB/ ATI® Radeon™ HD 7770 1 GB or better    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  150 GB available space    Sound Card:  Directx 9.0x    Additional Notes:  Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. In order to play NBA 2K24 on PC, you need a processor capable of supporting SSE 4.2 and AVX.",Visual Concepts,2K,0.3122,False,False,True,True,0.0,2023.0,2.8,Modern,6.0,150.0
1677740,2928,"5,000,000 .. 10,000,000",108841,19170,Stumble Guys,game,True,0.0,0.0,0,2021-10-07,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Japanese, Korean, Indonesian, Spanish - Latin America",,"Action,Casual,Indie,Massively Multiplayer,Racing,Free To Play","Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Partial Controller Support,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  Intel Core 2 Duo E8400 | AMD Phenom II X4 965    Memory:  4 GB RAM    Graphics:  AMD Radeon HD 7750 | NVIDIA Geforce GTX 260    Network:  Broadband Internet connection    Storage:  512 MB available space,Scopely,Scopely,0.8502,True,True,True,False,0.0,2021.0,4.7,Modern,4.0,
1782210,2921,"5,000,000 .. 10,000,000",139538,12895,Crab Game,game,True,0.0,0.0,0,2021-10-29,English,,"Action,Casual,Free To Play,Indie,Racing","Multi-player,PvP,Online PvP,Co-op,Online Co-op,Family Sharing",True,True,True,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Processor:  Intel Core i3 2,00 GHz    Memory:  2 GB RAM    Graphics:  Intel HD 520    Network:  Broadband Internet connection    Storage:  200 MB available space",Dani,Dani,0.9154,False,True,True,False,0.0,2021.0,4.6,Modern,2.0,
242760,2892,"20,000,000 .. 50,000,000",599805,27986,The Forest,game,False,429.0,429.0,0,2018-04-30,"English<strong>*</strong>, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spain<br><strong>*</strong>languages with full audio support",83.0,"Action,Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Tracked Controller Support,VR Supported,Partial Controller Support,Steam Cloud,Family Sharing",True,False,False,Minimum:     OS *:  Windows 7    Processor:  Intel Dual-Core 2.4 GHz    Memory:  4 GB RAM    Graphics:  NVIDIA GeForce 8800GT    DirectX:  Version 9.0    Storage:  5 GB available space    Sound Card:  DirectX®-compatible    VR Support:  SteamVR or Oculus PC    Additional Notes:  32bit windows users need to ensure they have at least 4gb of ram usable on their system.,Endnight Games Ltd,Endnight Games Ltd,0.9554,False,True,True,True,1.95,2018.0,8.1,Established,4.0,5.0
570940,2879,"2,000,000 .. 5,000,000",119152,10147,DARK SOULS™: REMASTERED,game,False,1199.0,1199.0,0,2018-05-23,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",84.0,Action,"Single-player,Multi-player,Steam Achievements,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 64-bit, Service Pack 1    Processor:  Intel Core i5-2300 2.8 GHz / AMD FX-6300, 3.5 GHz    Memory:  6 GB RAM    Graphics:  GeForce GTX 460, 1 GB / Radeon HD 6870, 1 GB    DirectX:  Version 11    Storage:  8 GB available space    Sound Card:  DirectX 11 sound device    Additional Notes:  Low Settings, 60 FPS @ 1080p","QLOC,FromSoftware, Inc.","FromSoftware, Inc.,Bandai Namco Entertainment",0.9215,False,False,True,True,5.45,2018.0,8.1,Established,6.0,8.0
364690,2861,"200,000 .. 500,000",423,716,SUPER DISTRO,game,False,24.0,160.0,85,2015-07-22,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese",,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",True,False,False,"Minimum:     OS *:  64-bit: Vista, Win 7, Win 8, Win 10    Processor:  Intel Core i5-750 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz    Memory:  2 GB RAM    Graphics:  NVIDIA GeForce GTX 560 / AMD Radeon HD 6950    DirectX:  Version 11    Storage:  300 MB available space",KITATUS STUDIOS,My Way Games,0.3714,False,True,False,True,0.11,2015.0,10.9,Classic,2.0,
505460,2821,"1,000,000 .. 2,000,000",36855,7213,Foxhole,game,False,619.0,619.0,0,2022-09-28,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Action,Indie,Massively Multiplayer,RPG,Strategy","Multi-player,MMO,PvP,Online PvP,Valve Anti-Cheat enabled",True,False,False,Minimum:     OS:  Windows 10 or higher    Processor:  Intel Core i5-6200U / AMD Ryzen 3 3200U or equivalent    Memory:  8 GB RAM    Graphics:  Nvidia GTX GTX 960 / AMD Radeon R9 380 or equivalent    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  20 GB available space,Siege Camp,Siege Camp,0.8363,False,True,True,False,2.81,2022.0,3.7,Modern,8.0,20.0
32470,2818,"1,000,000 .. 2,000,000",38503,932,STAR WARS™ Empire at War - Gold Pack,game,False,595.0,595.0,0,2010-05-25,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<br><strong>*</strong>languages with full audio support",,Strategy,"Single-player,Multi-player,PvP,Online PvP,Steam Cloud,Family Sharing",True,False,False,"Minimum:  					   Computer:  100% DirectX 9.0c compatible computer 						   Processor:  Intel Pentium III 1.0GHz or AMD Athlon 1.0 GHz 						   OS *:  Windows XP SP3, Windows Vista SP2, Windows 7 						   RAM:  512 MB 						   Graphics Card:  64 MB graphics card with Shader Model 2.0 support / ATI Radeon 9600 / NVIDIA 7200 / Intel 965 						   Sound Card:  100% DirectX 9.0c compatible PCI, USB, or Onboard Audio Device 						   Internet:  56kbps or faster connection (required for multiplayer only)",Petroglyph,"LucasArts,Lucasfilm,Disney",0.9764,False,False,True,True,2.7,2010.0,16.1,Classic,,
4700,2814,"1,000,000 .. 2,000,000",31910,1434,Total War: MEDIEVAL II – Definitive Edition,game,False,699.0,699.0,0,2006-11-15,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech<strong>*</strong>, Hungarian<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",,Strategy,"Single-player,Multi-player,Steam Trading Cards,Family Sharing",True,True,True,"Minimum System Requirements:  					  Microsoft® Windows® 2000/XP 					  Celeron 1.5GHz Pentium 4® (1500MHz) or equivalent AMD® processor 					  512MB RAM 					  11GB of uncompressed free hard disk space 					  100% DirectX® 9.0c compatible 16-bit sound cardand latest drivers 					  100% Windows® 2000/XP compatible mouse,keyboard and latest drivers 					  DirectX® 9.0c 					  128MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0c compatible 					  1024 x 768 minimum display resolution 					  Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card.   Important Note:  Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0c compatibility.  Microsoft no longer supports Windows 10 or older versions.","CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",0.957,False,False,True,True,3.18,2006.0,19.6,Classic,,
916440,2784,"1,000,000 .. 2,000,000",20368,4723,Anno 1800,game,False,1999.0,1999.0,0,2019-04-16,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Polish, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",81.0,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Captions available",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10(64-bit versions only)    Processor:  Intel i5 3470, AMD FX 6350    Memory:  8 GB RAM    Graphics:  NVIDIA GeForce 670 GTX or AMD Radeon R9 285 (2 GB of VRAM, Shader Model 5.0)    DirectX:  Version 11    Storage:  60 GB available space",Ubisoft Mainz,Ubisoft,0.8118,False,False,True,True,9.09,2019.0,7.2,Established,8.0,60.0
380600,2781,"5,000,000 .. 10,000,000",57004,8695,Fishing Planet,game,True,0.0,0.0,0,2017-08-28,"English, French, German, Polish, Russian, Ukrainian, Spanish - Spain, Dutch, Portuguese - Brazil, Simplified Chinese, Italian, Traditional Chinese, Japanese",,"Massively Multiplayer,Simulation,Sports,Free To Play","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Remote Play on TV,Family Sharing",True,True,True,"Minimum:    Requires a 64-bit processor and operating system    OS *:  OS Version - Windows 7, 8, 10 x64    Processor:  Dual-Core 2.4 Ghz    Memory:  4 GB RAM    Graphics:  Graphics Card Intel HD4600 or higher    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  12 GB available space    Additional Notes:  External mouse or compatible Xbox controller required",Fishing Planet LLC,Fishing Planet LLC,0.8677,False,False,True,True,0.0,2017.0,8.8,Established,4.0,12.0
400040,2777,"1,000,000 .. 2,000,000",7196,328,ShareX,game,True,0.0,0.0,0,2015-10-02,"English, Turkish, French, German, Spanish - Spain, Dutch, Hungarian, Korean, Portuguese - Brazil, Simplified Chinese, Russian, Italian, Traditional Chinese, Ukrainian, Japanese, Portuguese - Portugal, Romanian, Vietnamese, Arabic, Indonesian, Polish, Spanish - Latin America",,"Free To Play,Audio Production,Design & Illustration,Photo Editing,Utilities,Video Production,Web Publishing",,True,False,False,Minimum:     OS *:  Windows 7 Service Pack 1    Memory:  512 MB RAM    Storage:  150 MB available space,ShareX Team,ShareX Team,0.9564,True,False,False,False,0.0,2015.0,10.7,Classic,,
1517290,2774,"10,000,000 .. 20,000,000",139186,158588,Battlefield™ 2042,game,False,130.0,2600.0,95,2021-11-19,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",,"Action,Adventure,Casual","Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Color Alternatives,Custom Volume Controls,Stereo Sound,Surround Sound,HDR available",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  64-bit Windows 10    Processor:  AMD Ryzen 5 1600, Core i5 6600K    Memory:  8 GB RAM    Graphics:  AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti    DirectX:  Version 12    Network:  Broadband Internet connection    Storage:  100 GB available space    Sound Card:  No recommendation",DICE,Electronic Arts,0.4674,True,False,True,False,0.59,2021.0,4.6,Modern,8.0,100.0
2646460,2760,"200,000 .. 500,000",11979,2887,Soulmask,game,False,719.0,899.0,20,2026-04-09,"English, Simplified Chinese, Spanish - Spain, Russian, Japanese, Traditional Chinese, Korean, French, German, Portuguese - Brazil",,"Adventure,Indie,RPG,Simulation,Free To Play","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Steam Cloud,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  64bit -win10    Processor:  Intel Core i5-8400 / AMD Ryzen 3 3300X    Memory:  16 GB RAM    Graphics:  GTX 970 4GB / AMD RX 580 4GB    DirectX:  Version 12    Network:  Broadband Internet connection    Storage:  25 GB available space    Sound Card:  on board    Additional Notes:  SSD(preferred),CampFire Studio,Qooland Games,0.8058,False,True,True,True,3.27,2026.0,0.2,Recent,16.0,25.0
644930,2751,"2,000,000 .. 5,000,000",41508,7257,They Are Billions,game,False,619.0,619.0,0,2019-06-18,"English<strong>*</strong>, Spanish - Spain, French, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Italian<br><strong>*</strong>languages with full audio support",77.0,Strategy,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on Tablet,Family Sharing",True,False,False,"Minimum:     OS *:  Windows 7, 8, 10 (32 and 64 bits)    Processor:  INTEL, AMD 2 cores CPU at 2Ghz    Memory:  4 GB RAM    Graphics:  Intel HD3000, Radeon, Nvidia card with shader model 3, 1GB video ram.    DirectX:  Version 9.0c    Storage:  4 GB available space    Additional Notes:  Minimum resolution: 1360x768, recomended FULL HD 1920x1080.",Numantian Games,Numantian Games,0.8512,False,False,False,True,2.81,2019.0,7.0,Established,4.0,4.0
264710,2719,"5,000,000 .. 10,000,000",304449,9258,Subnautica,game,False,885.0,885.0,0,2018-01-23,"English<strong>*</strong>, French, German, Polish, Russian, Simplified Chinese, Turkish, Finnish, Italian, Czech, Hungarian, Spanish - Spain, Danish, Japanese, Korean, Portuguese - Brazil, Bulgarian, Ukrainian, Dutch, Swedish, Vietnamese, Spanish - Latin America, Traditional Chinese, Portuguese - Portugal, Latvian, Lithuanian, Slovak<br><strong>*</strong>languages with full audio support",87.0,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,VR Supported,Steam Trading Cards,VR Support,Steam Cloud,Remote Play on TV,Family Sharing",True,True,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows Vista SP2 or newer, 64-bit    Processor:  Intel Haswell 2 cores / 4 threads @ 2.5Ghz or equivalent    Memory:  4 GB RAM    Graphics:  Intel HD 4600 or equivalent - This includes most GPUs scoring greater than 950 points in the 3DMark Fire Strike benchmark    DirectX:  Version 11    Storage:  20 GB available space    VR Support:  SteamVR. Keyboard or gamepad required",Unknown Worlds Entertainment,Unknown Worlds Entertainment,0.9705,True,True,False,True,4.02,2018.0,8.4,Established,4.0,20.0
1366540,2703,"2,000,000 .. 5,000,000",83095,1993,Dyson Sphere Program,game,False,429.0,429.0,0,2021-01-20,"Simplified Chinese<strong>*</strong>, English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",,"Indie,Simulation,Strategy,Early Access","Single-player,Steam Achievements,Family Sharing",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7(64-Bit)    Processor:  i3-530 2.93GHZ 2 Core    Memory:  8 GB RAM    Graphics:  Dedicated graphics card, GTX 750 Ti 2GB    DirectX:  Version 11    Storage:  5 GB available space    Sound Card:  DirectX compatible    Additional Notes:  GPU must support Shader Model 5.0",Youthcat Studio,Gamirror Games,0.9766,False,True,False,True,1.95,2021.0,5.4,Established,8.0,5.0
412220,2679,"1,000,000 .. 2,000,000",33440,4010,DDNet,game,True,0.0,0.0,0,2020-08-17,"English, French, German, Spanish - Spain, Dutch, Hungarian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Italian, Czech, Danish, Norwegian, Arabic, Bulgarian, Finnish, Greek, Japanese, Korean, Portuguese - Portugal, Romanian, Azerbaijani, Belarusian, Bosnian, Catalan, Estonian, Galician, Kyrgyz, Serbian, Slovak",,"Action,Indie,Free To Play","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Includes level editor,Family Sharing",True,True,True,Minimum:     OS:  Windows 10 or newer    Processor:  1.4GHz or faster    Memory:  2048 MB RAM    Graphics:  OpenGL 2.1 capable    Storage:  200 MB available space,DDNet Team,DDNet Team,0.8929,False,True,True,True,0.0,2020.0,5.8,Established,,
3590,2656,"2,000,000 .. 5,000,000",136574,3351,Plants vs. Zombies GOTY Edition,game,False,120.0,120.0,0,2009-05-05,English,87.0,Strategy,"Single-player,Steam Achievements,Remote Play on Phone,Remote Play on Tablet,Family Sharing",True,True,False,"OS *:  Windows XP/Vista/7 	                       Processor:  1.2GHz+ processor 	                       Memory:  1GB of RAM 	                       Graphics:  128MB of video memory, 16-bit or 32-bit color quality 	                       DirectX:  DirectX 8 or later 	                       Hard Drive:  65+MB of free hard drive space 	                       Sound:  DirectX-compatible sound","PopCap Games, Inc.","PopCap Games, Inc.,Electronic Arts",0.9761,False,False,False,True,0.55,2009.0,17.1,Classic,,
1659040,2637,"2,000,000 .. 5,000,000",39449,6333,HITMAN World of Assassination,game,False,885.0,885.0,0,2022-01-20,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",87.0,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,VR Support,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",True,True,False,Minimum:    Requires a 64-bit processor and operating system    OS:  OS 64-bit Windows 10    Processor:  Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940    Memory:  8 GB RAM    Graphics:  NVIDIA GeForce GTX 660 / Radeon HD 7870    DirectX:  Version 12    Storage:  60 GB available space,IO Interactive A/S,IO Interactive A/S,0.8617,False,False,False,True,4.02,2022.0,4.4,Modern,8.0,60.0
3183280,2634,"100,000 .. 200,000",2230,1377,Game of Thrones: Kingsroad,game,True,0.0,0.0,0,2025-05-21,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Turkish<br><strong>*</strong>languages with full audio support",,"Action,Adventure,RPG,Free To Play","Single-player,Multi-player,Co-op,Online Co-op,In-App Purchases,Partial Controller Support",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 64 bit    Processor:  Intel Core i5-2500K or AMD FX-8350    Memory:  8 GB RAM    Graphics:  NVIDIA GeForce GTX 1060 6GB    DirectX:  Version 12    Network:  Broadband Internet connection    Storage:  60 GB available space    Additional Notes:  SSD recommended for optimal performance,Netmarble Neo,Netmarble,0.6182,False,False,True,True,0.0,2025.0,1.1,Recent,8.0,60.0
812140,2629,"5,000,000 .. 10,000,000",153091,19102,Assassin's Creed® Odyssey,game,False,1999.0,1999.0,0,2018-10-05,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Dutch, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",,"Action,Adventure,RPG","Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Mouse Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,HDR available",True,False,False,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 (64bit versions only)    Processor:  AMD FX 6300 @ 3.8 GHz, Ryzen 3 - 1200, Intel Core i5 2400 @ 3.1 GHz (MORE DETAILS HERE)    Memory:  8 GB RAM    Graphics:  AMD Radeon R9 285, NVIDIA GeForce GTX 660 (2GB VRAM with Shader Model 5.0) (MORE DETAILS HERE)    DirectX:  Version 11    Storage:  46+ GB available space    Additional Notes:  Video Preset: Lowest (720p)","Ubisoft Quebec,Ubisoft Montreal,Ubisoft Bucharest,Ubisoft Singapore,Ubisoft Montpellier,Ubisoft Kiev,Ubisoft Shanghai",Ubisoft,0.8891,False,False,False,True,9.09,2018.0,7.7,Established,8.0,
784150,2590,"500,000 .. 1,000,000",20192,1983,Workers & Resources: Soviet Republic,game,False,999.0,999.0,0,2024-06-20,"English, French, German, Polish, Russian, Simplified Chinese, Spanish - Spain, Italian, Japanese, Portuguese - Brazil, Hungarian, Korean, Ukrainian, Bulgarian, Traditional Chinese, Turkish, Slovak, Czech",81.0,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Partial Controller Support,Steam Cloud,Includes level editor,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows® 10 (64-bit)    Processor:  Intel® Pentium® G3250 (dual-core) / AMD® FX-Series™ FX-9590 (quad-core)    Memory:  6 GB RAM    Graphics:  NVIDIA® GeForce® GTX 650 (2 GB) / AMD® Radeon™ HD 7770 (2 GB)    DirectX:  Version 11    Storage:  9 GB available space,3Division,Hooded Horse,0.9106,False,False,False,True,4.54,2024.0,2.0,Recent,6.0,9.0
2071280,2578,"200,000 .. 500,000",12942,3211,Ravenswatch,game,False,840.0,840.0,0,2024-09-26,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",84.0,"Action,Adventure","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud,Family Sharing",True,False,False,Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 x64 (Version 1909 or newer)    Processor:  Intel Core i5-4670K (4 * 3400) / AMD FX-8350 (4 * 4000)    Memory:  8 GB RAM    Graphics:  GeForce GTX 960 (2048 MB) / AMD Radeon RX 470 (2048 MB)    DirectX:  Version 12    Storage:  3 GB available space,Passtech Games,Nacon,0.8012,False,False,True,True,3.82,2024.0,1.7,Recent,8.0,3.0
305620,2575,"2,000,000 .. 5,000,000",101846,10729,The Long Dark,game,False,579.0,579.0,0,2017-08-01,"English<strong>*</strong>, German, Russian, French, Spanish - Spain, Finnish, Japanese, Korean, Norwegian, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Portuguese - Brazil, Dutch, Italian, Polish, Ukrainian<br><strong>*</strong>languages with full audio support",,"Adventure,Indie,Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing",True,True,True,Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 8    Processor:  Dual-Core Intel i5 CPU @ 2GHz+    Memory:  4 GB RAM    Graphics:  Intel 4xxx Series w/ 512MB VRAM or better    Storage:  7 GB available space    Sound Card:  Any on-board chip will work.,Hinterland Studio Inc.,Hinterland Studio Inc.,0.9047,False,True,False,True,2.63,2017.0,8.9,Established,4.0,7.0
2051620,2569,"1,000,000 .. 2,000,000",22507,5656,Enlisted,game,True,0.0,0.0,0,2024-07-16,"English<strong>*</strong>, French, German<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",,"Action,Massively Multiplayer,Free To Play","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Family Sharing",True,False,True,"Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10/11 64bit    Processor:  Intel Core i3 or better    Memory:  8 GB RAM    Graphics:  Nvidia GeForce GTX 660 or better, AMD Radeon series 78XX or better    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  49 GB available space",Darkflow Software,Gaijin Network Ltd,0.7992,True,False,True,False,0.0,2024.0,1.9,Recent,8.0,49.0
588650,2559,"5,000,000 .. 10,000,000",163549,4915,Dead Cells,game,False,264.0,529.0,50,2018-08-06,"English<strong>*</strong>, French<strong>*</strong>, Simplified Chinese<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Turkish<strong>*</strong>, Korean<strong>*</strong>, Traditional Chinese<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Polish<strong>*</strong><br><strong>*</strong>languages with full audio support",89.0,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",True,True,True,Minimum:     OS *:  Windows 7+    Processor:  Intel i5+    Memory:  2 GB RAM    Graphics:  Nvidia 450 GTS / Radeon HD 5750 or better    Storage:  500 MB available space    Additional Notes:  DirectX 9.1+ or OpenGL 3.2+,Motion Twin,Motion Twin,0.9708,True,True,False,True,1.2,2018.0,7.9,Established,2.0,
